     Time[ps]     Time[ns]  CellLengthX  CellLengthY  CellLengthZ  TotalEnergy         Bond        Angle     Dihedral    Planarity      Coulomb          VdW      SurfVdW      SurfMol      SurfAcc SoluteHBonds SltSlvHBonds    SelHBonds    RecHBonds    SlvHBonds    TotHBonds      HB1Atm1      HB1Atm2         HB1E         HB1D      HB2Atm1      HB2Atm2         HB2E         HB2D      HB3Atm1      HB3Atm2         HB3E         HB3D      HB4Atm1      HB4Atm2         HB4E         HB4D      HB5Atm1      HB5Atm2         HB5E         HB5D      HB6Atm1      HB6Atm2         HB6E         HB6D      HB7Atm1      HB7Atm2         HB7E         HB7D      HB8Atm1      HB8Atm2         HB8E         HB8D      HB9Atm1      HB9Atm2         HB9E         HB9D     HB10Atm1     HB10Atm2        HB10E        HB10D     HB11Atm1     HB11Atm2        HB11E        HB11D     HB12Atm1     HB12Atm2        HB12E        HB12D        Helix        Sheet         Turn         Coil     Helix310      HelixPi  RadGyration       RMSDCa       RMSDBb      RMSDAll  RMSDLigMove  RMSDLigConf
    27800.000       27.800       96.580       96.580       96.580 -1163131.616   108129.064    65832.322   132693.453     1003.463 -1658031.898   187241.979    51129.599    26052.544    23563.326      436.000      862.000        0.000        2.000        3.000        5.000    OG.S530.A     O10.h0.N       20.325        1.740    NE.R120.A     O13.h0.N       18.750        2.043            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       44.283        5.082       14.882       33.394        2.359        0.000       24.330        1.528        1.550        1.930        3.604        1.852
    27900.000       27.900       96.519       96.519       96.519 -1161433.882   104701.033    65795.914   132976.112     1092.265 -1655407.763   189408.557    51266.163    26170.717    23739.647      427.000      887.000        0.000        2.000        3.000        5.000    OG.S530.A      O7.h0.N       20.325        2.023    NE.R120.A     O13.h0.N       18.750        1.949            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.739        4.356       16.697       34.301        0.907        0.000       24.435        1.601        1.619        1.955        3.263        1.565
    28000.000       28.000       96.554       96.554       96.554 -1160921.341   105417.768    66307.393   133066.519     1025.289 -1652268.091   185529.780    51061.322    25755.232    23639.803      431.000      901.000        0.000        2.000        3.000        5.000    OG.S530.A      O7.h0.N       12.725        2.204    NE.R120.A     O13.h0.N       21.500        1.873            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.194        4.900       17.060       34.120        0.726        0.000       24.434        1.496        1.514        1.900        3.668        1.786
    28100.000       28.100       96.566       96.566       96.566 -1159654.851   107085.242    66322.651   132403.017     1062.220 -1653028.276   186500.296    51360.064    26575.627    24069.295      421.000      893.000        0.000        2.000        3.000        5.000    OG.S530.A     O10.h0.N       12.650        1.918    NE.R120.A     O13.h0.N       12.850        2.254            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       40.653        4.174       17.786       36.479        0.907        0.000       24.388        1.519        1.548        1.916        3.411        1.855
    28200.000       28.200       96.544       96.544       96.544 -1160253.333   105636.665    65698.046   132753.548     1084.872 -1653376.313   187949.848    51123.326    26403.958    23827.853      423.000      872.000        0.000        1.000        3.000        4.000    OH.Y355.A     O14.h0.N       25.000        1.605            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.105        4.537       15.971       33.031        4.356        0.000       24.339        1.418        1.441        1.876        3.266        1.816
    28300.000       28.300       96.563       96.563       96.563 -1161643.386   106884.610    65267.562   132584.654     1124.884 -1654849.753   187344.656    51509.326    26472.266    23830.902      434.000      886.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       25.000        1.744    NE.R120.A     O13.h0.N       23.850        1.880   NH2.R120.A     O14.h0.N       11.450        1.900    OH.Y355.A     O14.h0.N       25.000        1.694            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.920        5.082       15.971       34.301        0.726        0.000       24.409        1.327        1.359        1.757        3.294        1.697
    28400.000       28.400       96.573       96.573       96.573 -1160975.866   106475.528    65928.716   132596.153     1095.025 -1653915.678   186844.390    51517.345    26705.757    24209.168      445.000      889.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       16.425        2.042    NE.R120.A     O13.h0.N       25.000        1.986    OH.Y355.A     O14.h0.N       25.000        1.627            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.831        5.263       19.964       31.216        0.726        0.000       24.421        1.323        1.350        1.753        3.002        1.695
    28500.000       28.500       96.524       96.524       96.524 -1159910.310   105140.022    66998.348   132533.275     1110.019 -1655579.036   189887.061    51144.118    25829.894    23531.256      439.000      887.000        0.000        4.000        2.000        6.000    OG.S530.A     O10.h0.N       16.525        2.061    NE.R120.A     O13.h0.N       25.000        1.908   NH2.R120.A     O14.h0.N       24.425        1.764    OH.Y355.A     O14.h0.N       23.850        1.632            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.739        5.263       17.060       33.212        0.726        0.000       24.314        1.272        1.304        1.701        3.211        1.630
    28600.000       28.600       96.535       96.535       96.535 -1159008.192   104798.460    66173.995   131982.618     1110.535 -1650510.681   187436.880    51184.968    26433.521    23763.360      429.000      889.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       25.000        1.788    NE.R120.A     O13.h0.N       20.325        1.969    OH.Y355.A     O14.h0.N       21.100        1.707            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.920        4.356       18.512       33.212        0.000        0.000       24.353        1.283        1.315        1.733        3.917        1.835
    28700.000       28.700       96.566       96.566       96.566 -1160219.467   108246.302    66376.307   132693.938     1114.925 -1653275.101   184624.162    51067.697    26098.032    23413.215      436.000      875.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       22.875        1.809    NE.R120.A     O13.h0.N       19.925        1.954    OH.Y355.A     O14.h0.N       23.850        1.711            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       41.924        5.808       17.786       34.483        0.000        0.000       24.192        1.190        1.222        1.665        2.815        1.617
    28800.000       28.800       96.539       96.539       96.539 -1161715.701   106840.499    65908.875   132296.658     1063.057 -1657846.062   190021.273    51100.666    25760.494    23418.747      431.000      867.000        0.000        3.000        3.000        6.000    OG.S530.A     O10.h0.N       14.500        2.118   NH2.R120.A     O13.h0.N       12.025        1.804    OH.Y355.A     O14.h0.N       22.275        1.705            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.650        5.989       18.875       32.486        0.000        0.000       24.311        1.297        1.326        1.733        3.333        1.862
    28900.000       28.900       96.553       96.553       96.553 -1161270.557   107440.913    66130.160   132798.392     1088.510 -1654871.581   186143.048    51131.034    25787.454    23285.045      445.000      853.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       22.275        1.997    NE.R120.A     O13.h0.N       20.325        1.869   NH2.R120.A     O14.h0.N       12.775        1.904    OH.Y355.A     O14.h0.N       22.875        1.688            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       46.098        5.808       14.882       33.212        0.000        0.000       24.219        1.221        1.250        1.662        3.327        1.856
    29000.000       29.000       96.540       96.540       96.540 -1161743.363   106349.357    66516.038   132338.614     1100.349 -1656398.459   188350.737    51101.554    26037.428    23383.808      431.000      848.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       22.275        1.839    NE.R120.A     O13.h0.N       25.000        1.632   NH2.R120.A     O14.h0.N       16.425        1.762    OH.Y355.A     O14.h0.N       22.275        1.792            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.287        4.900       16.334       36.479        0.000        0.000       24.241        1.286        1.321        1.750        2.744        2.134
    29100.000       29.100       96.540       96.540       96.540 -1161585.840   105238.550    65828.466   132412.711     1066.353 -1653983.126   187851.206    50870.723    25715.520    23247.900      452.000      866.000        0.000        2.000        2.000        4.000    NE.R120.A     O13.h0.N       15.625        1.944    OH.Y355.A     O14.h0.N       25.000        1.776            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.287        5.989       18.875       31.942        0.907        0.000       24.161        1.307        1.338        1.746        2.585        1.910
    29200.000       29.200       96.566       96.566       96.566 -1160404.991   106364.363    65819.764   132789.921     1058.735 -1652011.068   185573.294    51066.859    25952.276    23418.171      447.000      836.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       20.325        1.949    NE.R120.A     O13.h0.N       19.550        2.023   NH2.R120.A     O14.h0.N       15.825        2.038    OH.Y355.A     O14.h0.N       25.000        1.579            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.739        4.900       15.245       34.664        1.452        0.000       24.191        1.284        1.313        1.699        3.428        1.645
    29300.000       29.300       96.527       96.527       96.527 -1161193.196   105505.074    66048.253   132896.903     1100.878 -1655965.837   189221.533    51263.869    26263.920    23207.723      438.000      865.000        0.000        4.000        1.000        5.000    OG.S530.A      O7.h0.N       12.500        1.875    NE.R120.A     O13.h0.N       24.425        1.949   NH2.R120.A     O14.h0.N       15.375        1.777    OH.Y355.A     O14.h0.N       20.325        1.943            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.739        4.900       17.423       33.938        0.000        0.000       24.195        1.241        1.270        1.667        3.479        1.749
    29400.000       29.400       96.568       96.568       96.568 -1160812.942   106401.869    65553.547   132839.497     1034.013 -1651983.012   185341.143    50967.980    25981.640    23419.796      429.000      870.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       23.450        2.043    NE.R120.A     O13.h0.N       14.850        2.200    OH.Y355.A     O14.h0.N       25.000        1.584            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       44.828        5.263       17.060       32.849        0.000        0.000       24.146        1.339        1.365        1.765        3.553        1.747
    29500.000       29.500       96.573       96.573       96.573 -1161176.137   106712.360    65963.351   132492.613     1025.815 -1653088.769   185718.493    51222.915    25856.127    23412.493      433.000      862.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       21.100        1.880    NE.R120.A     O13.h0.N       16.425        2.074    OH.Y355.A     O14.h0.N       22.275        1.776            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.194        5.808       17.786       33.212        0.000        0.000       24.176        1.234        1.261        1.672        3.039        1.698
    29600.000       29.600       96.567       96.567       96.567 -1160470.893   105356.661    65996.766   132758.961     1056.538 -1653968.403   188328.584    51284.968    26111.321    23542.882      454.000      867.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N        9.450        2.411   NH2.R120.A     O13.h0.N       17.975        1.714    OH.Y355.A     O14.h0.N       25.000        1.673            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.194        5.989       16.697       33.212        0.907        0.000       24.170        1.287        1.314        1.725        2.930        1.910
    29700.000       29.700       96.565       96.565       96.565 -1161749.576   106819.428    66295.574   132556.182     1097.565 -1656497.787   187979.461    50785.273    25976.913    23516.568      434.000      861.000        0.000        3.000        1.000        4.000    OG.S530.A      O7.h0.N       25.000        1.948    NE.R120.A     O13.h0.N       25.000        1.832    OH.Y355.A     O14.h0.N       22.875        1.639            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.650        6.171       16.697       33.757        0.726        0.000       24.163        1.267        1.300        1.748        2.308        1.961
    29800.000       29.800       96.555       96.555       96.555 -1160222.407   105713.026    65947.701   132591.791     1115.665 -1652349.473   186758.882    50914.327    25815.086    23182.620      459.000      885.000        0.000        3.000        3.000        6.000    OG.S530.A      O7.h0.N       17.000        1.934    NE.R120.A     O13.h0.N       20.725        1.991    OH.Y355.A     O14.h0.N       25.000        1.817            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.831        5.626       15.245       34.846        1.452        0.000       24.001        1.322        1.349        1.780        2.886        1.768
    29900.000       29.900       96.534       96.534       96.534 -1160405.450   104614.191    66073.311   132895.745     1099.548 -1655965.821   190877.577    51000.505    25824.564    23214.654      451.000      854.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       15.250        1.993    NE.R120.A     O13.h0.N       12.200        2.195    OH.Y355.A     O14.h0.N       25.000        1.840            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.920        4.537       16.697       34.846        0.000        0.000       24.157        1.187        1.208        1.670        2.980        1.787
    30000.000       30.000       96.548       96.548       96.548 -1160038.822   105306.628    65932.912   132970.124     1086.161 -1652635.141   187300.495    51242.401    26096.356    23577.628      430.000      852.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       19.550        1.919    NE.R120.A     O13.h0.N       18.975        2.115   NH2.R120.A     O14.h0.N       21.500        1.691    OH.Y355.A     O14.h0.N       21.100        1.717            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       45.191        4.900       15.245       33.938        0.726        0.000       24.228        1.274        1.302        1.721        3.107        1.800
    30100.000       30.100       96.542       96.542       96.542 -1159905.345   105505.305    65853.437   132807.014     1114.198 -1653046.885   187861.586    51219.111    26202.412    23752.881      448.000      846.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       22.475        2.128    NE.R120.A     O13.h0.N       20.725        1.808    OH.Y355.A     O14.h0.N       15.525        2.210            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       44.646        4.900       15.608       34.120        0.726        0.000       24.221        1.359        1.392        1.791        3.503        1.884
    30200.000       30.200       96.520       96.520       96.520 -1160560.340   104594.469    66032.100   133183.692     1109.500 -1654539.523   189059.420    50905.075    25874.944    23381.607      439.000      865.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       17.600        1.884    NE.R120.A     O13.h0.N       16.025        1.950   NH2.R120.A     O14.h0.N       20.725        1.843    OH.Y355.A     O14.h0.N       21.100        1.827            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.831        5.626       17.060       34.483        0.000        0.000       24.133        1.377        1.403        1.828        3.137        1.740
    30300.000       30.300       96.518       96.518       96.518 -1160216.008   105863.658    65844.205   132565.734     1017.874 -1655152.643   189645.164    51326.659    26383.194    23735.256      447.000      889.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       18.575        1.903    NE.R120.A     O13.h0.N       20.325        2.071    OH.Y355.A     O14.h0.N       25.000        1.925            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.739        6.171       18.149       31.942        0.000        0.000       24.266        1.302        1.325        1.765        3.123        1.785
    30400.000       30.400       96.570       96.570       96.570 -1162080.907   107500.772    66610.526   132565.263     1104.243 -1657866.297   188004.585    51117.052    25940.227    23363.981      453.000      860.000        0.000        3.000        2.000        5.000    OG.S530.A     O10.h0.N       16.025        2.070    NE.R120.A     O13.h0.N       19.150        1.919    OH.Y355.A     O14.h0.N       25.000        1.637            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       40.835        5.445       17.423       34.846        1.452        0.000       24.010        1.297        1.327        1.732        3.260        1.659
    30500.000       30.500       96.537       96.537       96.537 -1162660.594   106777.704    65226.010   132590.055     1047.589 -1657814.446   189512.494    51046.564    26136.434    23654.637      428.000      869.000        0.000        4.000        1.000        5.000    OG.S530.A      O7.h0.N       23.450        1.906    NE.R120.A     O13.h0.N       25.000        1.957   NH2.R120.A     O14.h0.N       19.150        1.947    OH.Y355.A     O14.h0.N       25.000        1.687            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.013        5.445       15.608       33.938        1.996        0.000       24.096        1.182        1.211        1.672        3.207        1.766
    30600.000       30.600       96.571       96.571       96.571 -1161089.153   106530.935    65491.481   132563.996     1055.554 -1650105.938   183374.818    51536.138    26123.068    23324.338      444.000      874.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       19.525        2.209    NE.R120.A     O13.h0.N       23.450        1.850   NH2.R120.A     O14.h0.N       21.875        1.783    OH.Y355.A     O14.h0.N       21.100        2.086            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       44.828        5.989       15.245       33.938        0.000        0.000       24.113        1.200        1.230        1.686        3.020        1.880
    30700.000       30.700       96.587       96.587       96.587 -1160375.643   106470.663    66174.129   132588.383     1087.607 -1652562.071   185865.647    51381.083    26023.308    23409.839      438.000      838.000        0.000        4.000        1.000        5.000    OG.S530.A     O10.h0.N       16.625        1.917    NE.R120.A     O13.h0.N       24.425        1.948   NH2.R120.A     O14.h0.N        6.850        1.893    OH.Y355.A     O14.h0.N       21.500        1.781            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.013        5.626       18.149       32.486        0.726        0.000       24.152        1.270        1.297        1.761        3.377        1.983
    30800.000       30.800       96.525       96.525       96.525 -1161578.744   105209.890    65046.810   132273.470     1093.261 -1650639.463   185437.287    51216.352    25904.806    23556.885      428.000      880.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       24.425        1.886    NE.R120.A     O13.h0.N       24.425        1.986   NH2.R120.A     O14.h0.N       18.100        1.821    OH.Y355.A     O14.h0.N       25.000        1.675            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       45.735        5.808       15.971       31.760        0.726        0.000       24.142        1.272        1.295        1.751        2.691        1.564
    30900.000       30.900       96.566       96.566       96.566 -1160236.459   106682.835    65186.252   132322.163     1043.718 -1652159.319   186687.893    51291.452    26168.506    23491.929      436.000      896.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       17.050        2.236    NE.R120.A     O13.h0.N       23.850        1.764    OH.Y355.A     O14.h0.N       25.000        1.658   NH2.R120.A     O14.h0.N       15.825        2.017            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.468        5.626       17.423       33.031        1.452        0.000       24.054        1.566        1.586        2.023        2.426        1.938
    31000.000       31.000       96.559       96.559       96.559 -1160330.348   105143.035    65457.153   132271.859     1047.176 -1650768.379   186518.808    50965.160    26014.345    23469.746      433.000      872.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       14.650        2.064   NH2.R120.A     O13.h0.N       11.675        2.049    OH.Y355.A     O14.h0.N       25.000        1.723            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       43.920        5.808       17.060       32.305        0.907        0.000       24.118        1.247        1.274        1.719        3.468        1.885
    31100.000       31.100       96.507       96.507       96.507 -1159931.356   103694.957    66038.048   132772.192      986.348 -1655208.867   191785.965    50720.758    25977.715    22891.666      438.000      891.000        0.000        3.000        2.000        5.000    OG.S530.A     O10.h0.N       16.025        1.918    NE.R120.A     O13.h0.N       10.825        2.262    OH.Y355.A     O14.h0.N       24.425        1.634            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       45.917        5.263       17.786       31.034        0.000        0.000       24.087        1.461        1.482        1.929        3.586        1.726
    31200.000       31.200       96.572       96.572       96.572 -1162433.789   107800.279    65172.387   132987.955     1072.658 -1654953.665   185486.597    51189.836    26064.493    23268.857      441.000      871.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       15.175        2.120   NH2.R120.A     O13.h0.N       25.000        1.650    OH.Y355.A     O14.h0.N       25.000        1.860            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       46.098        5.263       14.882       31.397        2.359        0.000       24.122        1.511        1.531        1.943        3.527        1.823
    31300.000       31.300       96.539       96.539       96.539 -1160113.062   105570.799    66181.899   132912.573     1059.988 -1655162.668   189324.347    50845.408    25451.823    22840.082      446.000      858.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       25.000        1.855    NE.R120.A     O13.h0.N       18.175        1.814    OH.Y355.A     O14.h0.N       25.000        1.559            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       45.009        5.263       13.430       32.305        3.993        0.000       24.009        1.440        1.457        1.873        2.899        1.777
    31400.000       31.400       96.575       96.575       96.575 -1159706.044   107229.616    66217.198   132465.929     1074.079 -1652080.482   185387.614    51433.920    26122.101    23238.035      431.000      853.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       15.050        2.053    NE.R120.A     O13.h0.N       19.150        2.029    OH.Y355.A     O14.h0.N       25.000        1.876            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       44.283        5.263       15.608       33.575        1.270        0.000       24.137        1.491        1.510        1.902        3.462        1.907
    31500.000       31.500       96.537       96.537       96.537 -1161783.327   105612.605    65514.235   132779.639     1043.394 -1654073.449   187340.250    51136.438    25973.558    23253.710      441.000      851.000        0.000        3.000        1.000        4.000    OG.S530.A      O7.h0.N       16.525        2.102    NE.R120.A     O13.h0.N       25.000        1.770    OH.Y355.A     O14.h0.N       25.000        1.588            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       41.924        5.808       15.608       35.935        0.726        0.000       24.048        1.445        1.477        1.862        2.936        1.662
    31600.000       31.600       96.540       96.540       96.540 -1161832.087   106292.090    65452.453   132582.505     1137.858 -1657168.497   189871.504    51012.537    25844.999    23263.046      436.000      898.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       21.875        1.965    NE.R120.A     O13.h0.N       19.550        1.905    OH.Y355.A     O14.h0.N       25.000        1.531            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       42.650        5.263       15.245       33.757        3.085        0.000       24.069        1.533        1.560        1.908        3.431        1.651
    31700.000       31.700       96.540       96.540       96.540 -1161770.046   105645.328    65793.333   133015.347     1067.689 -1655729.096   188437.354    51040.057    25750.087    22850.800      448.000      857.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       17.600        2.064    NE.R120.A     O13.h0.N       20.325        1.927    OH.Y355.A     O14.h0.N       20.725        1.874   NH2.R120.A     O14.h0.N       20.700        1.757            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       45.917        5.082       15.608       31.760        1.633        0.000       24.084        1.476        1.497        1.920        3.486        1.783
    31800.000       31.800       96.557       96.557       96.557 -1159838.840   106267.722    66309.460   132992.181     1082.126 -1655062.733   188572.404    51020.301    25812.623    23236.162      449.000      869.000        0.000        3.000        2.000        5.000    OG.S530.A      O7.h0.N       11.075        2.217    NE.R120.A     O13.h0.N       24.425        1.947    OH.Y355.A     O14.h0.N       25.000        1.832            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       46.824        5.263       15.245       31.034        1.633        0.000       24.137        1.510        1.534        1.936        3.217        1.788
    31900.000       31.900       96.548       96.548       96.548 -1161016.753   106160.721    65520.143   133076.636     1024.991 -1653813.629   187014.384    50854.054    25793.454    23226.549      458.000      845.000        0.000        4.000        2.000        6.000    OG.S530.A      O7.h0.N       14.475        1.971    NE.R120.A     O13.h0.N       23.925        2.111   NH2.R120.A     O14.h0.N        6.900        2.086    OH.Y355.A     O14.h0.N       23.450        1.785            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       45.191        4.900       15.971       33.212        0.726        0.000       24.114        1.392        1.416        1.822        3.321        1.665
    32000.000       32.000       96.550       96.550       96.550 -1161218.305   106904.279    65903.263   132504.253     1119.785 -1655660.055   188010.171    51090.927    25771.827    22897.513      443.000      865.000        0.000        2.000        2.000        4.000    NE.R120.A     O13.h0.N       22.275        2.061    OH.Y355.A     O14.h0.N       25.000        1.562            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -            -       46.461        4.537       13.430       34.846        0.726        0.000       24.093        1.560        1.581        1.957        3.576        1.793
